,uid,title,synopsis,members,popularity,ranked,score
17317,37396,Shikioriori,"The rigorous city life of China, while bustling and unforgiving, contains the everlasting memories of days past. Three stories told in three different cities,  Shikioriori  follows the loss of youth and the daunting realization of adulthood.  
 
Though reality may seem ever changing, unchangeable are the short-lived moments of one's childhood days. A plentiful bowl of noodles, the beauty of family and the trials of first love endure the inevitable flow of time, as three different characters explore the strength of bonds and the warmth of cherished memories. Within the disorder of the present world, witness these quaint stories recognize the comfort of the past, and attempt to revive the neglected flavors of youth.  
 
[Written by MAL Rewrite] 
",56110,1767,2681.0,7.27
17467,3956,Shakugan no Shana II (Second) Specials,"Shana-tan specials bundled with the limited edition first and fifth volumes of the  Shakugan no Shana II (Second)  DVD and the limited edition  Shakugan no Shana II (Second)  guide book. 
 
 Episodes 
#1: Shakugan no Shana-tan Begins 
#2: Shakugan no Shana-tan & Yoshida: Konoe Fumina no Gyakushuu 
#3: Shakugan no Shana-tan Revenge",38570,2237,2680.0,7.27
17468,3624,Seimei no Kagaku: Micro Patrol,"The series ""Once Upon a Time... Life"" teaches about the human body and about the different systems in it with the same characters from the other ""Once Upon a Time"" seasons. ""The good Characters"" represent the body's defense mechanisms, whereas ""the bad Characters"" represent the viruses and bacteria that threaten to attack the human body. 
 
(Source: Wikipedia)",1706,8304,2679.0,7.27
17470,1120,Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios,"As they continue their journey through the Johto region, Satoshi and his friends visit Altomare, an island city that hosts an annual racing event called the Pokémon Water Race. While Takeshi and Kasumi are enjoying themselves, strange things seem to be happening to Satoshi—he somehow loses the water race, sees some women attack a girl with their Pokémon, and despite them saving her, the girl later denies ever seeing Satoshi and Pikachu before! 
 
Fortunately for Satoshi, his confusion clears up as he learns that the girl he and Pikachu saved earlier was actually a Pokémon named Latias, who likes to disguise herself as her human friend, Kanon. Latias and another Pokémon, Latios, are known as the Eon Pokémon, as they inhabit and guard Altomare along with a mystical blue sphere called the Soul Dew. An ancient legend of Altomare is highly connected to the Eon Pokémon and the Soul Dew, and is well known among the locals—as well as among Latias' earlier assailants, the thief sisters Zanner and Lyon. As the thieves attempt to capture both the Eon Pokémon and the Soul Dew, Satoshi is forced to act in order to stop them from bringing disaster to Altomare. 
 
[Written by MAL Rewrite]",69878,1502,2677.0,7.27
17473,6512,Nyan Koi!,"Junpei Kousaka is a second-year high school student who has an allergy for cats—a predicament that has made him hate cats and everything related to them. Unfortunately for him, though, he is surrounded by cat lovers: his family, his estranged childhood friend, and even his crush Kaede Mizuno. 
 
One day, while returning home from school, Junpei nonchalantly attempts to kick an empty can into the trash, but miserably misses. Instead of making it to the garbage, the can ends up breaking off the head of a cat deity statue. That fateful day, he is cursed with the ability to understand cat speech. However, he must keep his curse a secret from everyone else, because anyone who finds out will become more accident-prone and share the same fate as him. 
 
With the guidance of his cat Nyamsus and with no other choice left, Junpei now has to do a hundred good deeds for cats to lift the curse. If he is unable to complete this task, he will turn into a cat, and considering his allergy, that would be a death sentence for him! 
 
[Written by MAL Rewrite]",198169,540,2676.0,7.27
17475,11835,Qin Shi Ming Yue: Zhu Zi Bai Jia,"The first part of this season continues where the second season ended, and the battle for the Mohist school finds its conclusion. 
 
In the second part of the season, new alliances are made and new foes arise. 
 
(Source: AniDB)",922,9693,2678.0,7.27
17476,38198,Nanatsu no Taizai: Eiyuu-tachi wa Hashagu,OVA bundled with the 34th volume of the manga.,29327,2624,2675.0,7.27
17477,20877,Music S.T.A.R.T!!,Music video bundled with the sixth single of the anime-idol group μ's.,9503,4438,2674.0,7.27
17478,2948,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,"Mo~tto Ojamajo Doremi movie features the five witches Doremi, Aiko, Hazuki, Onpu, and Momoko as they visit Doremi's grandpa's home. There, they learn of the mystery of the frog stone, a magical place where magic used to mingle in the old countryside. Aiko rediscovers her love for grandpa, and Doremi learns a piece of the magical kingdom's past. 
 
(Source: ANN)",3313,6775,2673.0,7.27
17479,24455,Madan no Ou to Vanadis,"In a fantasy version of Europe, a war between enemy countries is brewing. One of these countries, Zhcted, has its seven regions ruled by War Maidens, known as Vanadis. Equipped with powerful dragon-carved weapons, Eleonora ""Elen"" Viltaria, one of the Vanadis, launches an invasion against their neighboring rival country of Brune. Eventually, Tigrevurmud ""Tigre"" Vorn, a young archer and an earl for Brune's region of Alsace, has his entire army decimated at Elen's hands. In a strange twist of events, Elen spares Tigre, and gives him the order, ""Become mine!"" What could be the meaning behind this new alliance? 
 
Adapted from the light novel written by Tsukasa Kawaguchi,  Madan no Ou to Vanadis  is an epic adventure filled with complex war tactics and beautiful women. Trapped in a multinational conflict, Tigre and Elen are swept up in a war filled with dark secrets, conspiracies, and corruption. 
 
[Written by MAL Rewrite]",217451,495,2671.0,7.27
17480,21863,Mangaka-san to Assistant-san to The Animation,"The story depicts the work-life of a perverted mangaka, Aito Yuuki, and his assistant, Ashisu Sahoto. Constantly pressured by his editor and lacking experience with girls, Aito asks Ashisu to act as a reference. 
 
(Source: AniDB)",186919,581,2672.0,7.27
17489,837,Kyou no 5 no 2,"Kyou no Go no Ni revolves around Sato Ryota, a 5th grader in an elementary school. He is a bright and active boy but always manages to get in to a bit of ecchi trouble with his female classmates.",26334,2760,2670.0,7.27
17490,3485,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Tachikomatic Days is a series of comedic shorts attached to the end of every episode of Ghost in the Shell: Stand Alone Complex 2nd GIG. The shorts feature the antics of the Tachikoma think tanks of Section 9 and usually involve plot points. The average short time is a little over a minute.,17462,3417,2669.0,7.27
17494,5300,Zoku Natsume Yuujinchou,"As with its prequel,  Zoku Natsume Yuujinchou  is about Takashi Natsume, a boy who has had the ability to see youkai since he was young, and his bodyguard youkai Madara, nicknamed Nyanko-sensei. Natsume attempts to return names written in his ""Book of Friends"" (which he inherited from his grandmother Reiko) to youkai in his village. Throughout these adventures, he meets some youkai that are friendly, some that want to steal the Book, and some that want to kill him, as Natsume learns about himself and his relationship with these mysterious beings along the way. 
 
[Written by MAL Rewrite]",173394,627,69.0,8.6
17495,31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation. 
 
Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs. 
 
[Written by MAL Rewrite]",351782,270,68.0,8.6
